scheme,fold,n_train,n_valid,pr_auc,roc_auc,precision_at_0_5,recall_at_0_5,prevalence
temporal,1,23378,7102,0.1142788506531339,0.7538578471365117,0.08398347865993575,0.6703296703296703,0.0384398760912419
